event_director_id,name,,,
1908,Pushpamala N,,,
1909,Péter Forgács,,,
1910,Quentin Tarantino,,,
1911,R.J. Cutler,,,
1912,Rachel Grady,,,
1913,Rachid Bouchareb,,,
1914,Radu Mihaileanu,,,
1915,Radu Muntean,,,
1916,Rahim Zabihi,,,
1917,Rainer Werner Fassbinder,,,
1918,Raj Kumar Santoshi,,,
1919,Ralph Bakshi,,,
1920,Ralph Fiennes,,,
1921,Ralph Thomas,,,
1922,Ram Gopal Varma,,,
1923,Rama Burshtein,,,
1924,Ramesh Sippy,,,
1925,Ramin Bahrani,,,
1926,Ramón Costafreda,,,
1927,Ramón Salazar,,,
1928,Randall Balsmeyer,,,
1929,Randy Barbato,,,
1930,Rania Attieh,,,
1931,Rania Stephan,,,
1932,Raoul Ruiz,,,
1933,Rasmus Dinesen,,,
1934,Rasselas Lakew,,,
1935,Raul Ruiz,,,
1936,Ray Ashley,,,
1937,Ray Lawrence,,,
1938,Ray McCormack,,,
1939,Raymond Depardon,,,
1940,Raúl Rui,,,
1941,Ra’anan Alexandrowicz,,,
1942,Rebecca Miller,,,
1943,Rebecca Thomas,,,
1944,Reinhard Hauff,,,
1945,Renaud Barret,,,
1946,René Clement,,,
1947,Revin Asaf,,,
1948,Reza Persa,,,
1949,Rhiannon Evans,,,
1950,Rian Johnson,,,
1951,Ricardo Benet,,,
1952,Ricardo Darín,,,
1953,Ricardo Franco,,,
1954,Richard Ayoade,,,
1955,Richard Benjamin,,,
1956,Richard Berry,,,
1957,Richard Brooks,,,
1958,Richard Donner,,,
1959,Richard E. Grant,,,
1960,Richard Eyre,,,
1961,Richard Fleischer,,,
1962,Richard Fleisher,,,
1963,Richard Glatzer,,,
1964,Richard Hawkins,,,
1965,Richard Kelly,,,
1966,Richard Kwietniowski,,,
1967,Richard Ladkani,,,
1968,Richard Lagravenese,,,
1969,Richard Laxton,,,
1970,Richard Lester,,,
1971,Richard Linklater,,,
1972,Richard Lowenstein,,,
1973,Richard Pearce,,,
1974,Richard Press,,,
1975,Richard Prince,,,
1976,Richard Rush,,,
1977,Richard Symons,,,
1978,Richard Trank,,,
1979,Richard Turner,,,
1980,Richard Webb,,,
1981,Ricki Stern,,,
1982,Ricky Tognazzi,,,
1983,Ridley Scott,,,
1984,Ringo Lam,,,
1985,Rintaro,,,
1986,Ritesh Batra,,,
1987,Rithy Panh,,,
1988,Riyad Wadia,,,
1989,Rob Ashford,,,
1990,Rob Lemkin,,,
1991,Rob Reiner,,,
1992,Rob Sitch,,,
1993,Robert Aldrich,,,
1994,Robert Altman,,,
1995,Robert B. Weide,,,
1996,Robert Bresson,,,
1997,Robert Clouse,,,
1998,Robert Day,,,
1999,Robert Dornhelm,,,
2000,Robert Epstein,,,
2001,Robert Frank,,,
2002,Robert Fuest,,,
2003,Robert Greenwald,,,
2004,Robert Guédiguian,,,
2005,Robert Hamer,,,
2006,Robert Kenner,,,
2007,Robert Lepage,,,
2008,Robert Montgomery,,,
2009,Robert Pacitti,,,
2010,Robert Pulcini,,,
2011,Robert Rodriguez,,,
2012,Robert Siodmak,,,
2013,Robert Weine,,,
2014,Robert Wise,,,
2015,Robert Zemeckis,,,
2016,Roberta Grossman,,,
2017,Roberto Flores Prieto,,,
2018,Roberto Gavaldón,,,
2019,Roberto Rossellini,,,
2020,Roberto Sneider,,,
2021,Robin Hardy,,,
2022,Rodney Ascher,,,
2023,Rodrigo Bellott,,,
2024,Rodrigo García,,,
2025,Rodrigo Plá,,,
2026,Rodrigo Triana,,,
2027,Roger Bamford,,,
2028,Roger Corman,,,
2029,Roger Gual,,,
2030,Roger Michell,,,
2031,Rogier Kappers,,,
2032,Roland Renner,,,
2033,Rolando Colla,,,
2034,Rolf de Heer,,,
2035,Roman Polanski,,,
2036,Ron Fricke,,,
2037,Ron Howard,,,
2038,Ron Mann,,,
2039,Ronit Avni,,,
2040,Ronny Yu,,,
2041,Rosa Barba,,,
2042,Rosa Vergés,,,
2043,Rosario Garcia-Montero,,,
2044,Rose Bosch,,,
2045,Rose Troche,,,
2046,Rosie Pedlow,,,
2047,Ross Devinish,,,
2048,Rouben Mamoulian,,,
2049,Rowan Woods,,,
2050,Roy Andersson,,,
2051,Roy Ward Baker,,,
2052,Royston Tan,,,
2053,Ruben östlund,,,
2054,Rudy Wurlitzer,,,
2055,Rufus Norris,,,
2056,Rupert Jones,,,
2057,Ruppert Murray,,,
2058,Russ Meyer,,,
2059,Ruth Lingford,,,
2060,Ruth Orkin,,,
2061,Ruxandra Medrea,,,
2062,Ryan Coogler,,,
2063,Ryan Fleck,,,
2064,Ryan Vernava,,,
2065,Régis Roinsard,,,
2066,Régis Wargnier,,,
2067,S.N.S Sastry,,,
2068,SABU,,,
2069,Sabiha Sumar,,,
2070,Sabina Guzzanti,,,
2071,Sabine Bernardi,,,
2072,Sacha Gervasi,,,
2073,Safy Nebbou,,,
2074,Sagar Mitchell,,,
2075,Sahar Salahshoori Sahari,,,
2076,Sakamoto Junji,,,
2077,Sally Potter,,,
2078,Sam Dunn,,,
2079,Sam Fuller,,,
2080,Sam Mendes,,,
2081,Sam Peckinpah,,,
2082,Sam Raimi,,,
2083,Sam Spreckley,,,
2084,Sam Taylor Wood,,,
2085,Sami Khan,,,
2086,Sami Saif,,,
2087,Samira Makhmalbaf,,,
2088,Samuel Bench,,,
2089,Samuel Fuller,,,
2090,Samuel Maoz,,,
2091,Samuel Poore,,,
2092,Sandhya Suri,,,
2093,Sandi Simcha DuBowski,,,
2094,Sandra Fierlinger,,,
2095,Sandra Gugliotta,,,
2096,Sandra Nettelbeck,,,
2097,Sandra Sciberras,,,
2098,Sandrine Veysset,,,
2099,Santi Amodeo,,,
2100,Santi Amodeo Alberto Rodríguez,,,
2101,Santiago Otheguy,,,
2102,Santosh Sivan,,,
2103,Sarah Gavron,,,
2104,Sarah Miles,,,
2105,Sarah Polley,,,
2106,Sarah Price,,,
2107,Sarah Turner,,,
2108,Sarah Watts,,,
2109,Satibaldy Narimbetov,,,
2110,Satoshi Kon,,,
2111,Satyajit Ray,,,
2112,Saul Dibb,,,
2113,Saverio Costanzo,,,
2114,Saïd Smihi,,,
2115,Scandar Copti,,,
2116,Scott McFayden,,,
2117,Scott McGehee,,,
2118,Scott McGhee,,,
2119,Sean Durkin,,,
2120,Sean Ellis,,,
2121,Sean Penn,,,
2122,Sebastian Junger,,,
2123,Sebastian del Amo,,,
2124,Sebastián Cordero,,,
2125,Sebastián Dietsch,,,
2126,Sebastián Lelio,,,
2127,Sebastián Silva,,,
2128,Seijun Suzuki,,,
2129,Semih Kaplanoglu,,,
2130,Serge Bromberg,,,
2131,Serge Le Péron,,,
2132,Sergei Bodrov,,,
2133,Sergei Eisenstein,,,
2134,Sergei Loznitsa,,,
2135,Sergio Leone,,,
2136,Sergio Machado,,,
2137,Sergio Rubini,,,
2138,Sergio Tovar Velarde,,,
2139,Serik Aprymov,,,
2140,Shahriar Siami,,,
2141,Shane Black,,,
2142,Shane Carruth,,,
2143,Shane Meadows,,,
2144,Sharam Alidi,,,
2145,Shari Springer Berman,,,
2146,Shawkat Amin Korki,,,
2147,Shekhar Kapur,,,
2148,Shezad Dawood,,,
2149,Shimmy Marcus,,,
2150,Shinichiro Watanabe,,,
2151,Shinji Aoyama,,,
2152,Shinji Sômai,,,
2153,Shiri Tsur,,,
2154,Shirley Clarke,,,
2155,Shohei Imamura,,,
2156,Shunji Iwai,,,
2157,Siddiq Barmak,,,
2158,Sidney Hayers,,,
2159,Sidney J. Furie,,,
2160,Sidney Lumet,,,
2161,Sidra Smith,,,
2162,Sigfrid Monleón,,,
2163,Sigfried Monleon,,,
2164,Silvana Mangano,,,
2165,Silvio Narizzano,,,
2166,Silvio Soldini,,,
2167,Simeon Vinokur,,,
2168,Simon Brand,,,
2169,Simon Bright,,,
2170,Simon Cellan Jones,,,
2171,Simon Curtis,,,
2172,Simon Godwin,,,
2173,Simon Gross,,,
2174,Simon Miller,,,
2175,Simon Pummell,,,
2176,Sini Anderson,,,
2177,Sofia Coppola,,,
2178,Sofia de Fay,,,
2179,Somnath Sen,,,
2180,Song Fang,,,
2181,Song Hae-sung,,,
2182,Sookoon Ang,,,
2183,Sophie Fiennes,,,
2184,Spike Jonze,,,
2185,Spike Lee,,,
2186,Spiro Scimone,,,
2187,Stacie Passon,,,
2188,Stacy Peralta,,,
2189,Stanley Donen,,,
2190,Stanley Kubrick,,,
2191,Stanley Kwan,,,
2192,Stefan Krohmer,,,
2193,Stefan Ruzowitzky,,,
2194,Stephan Schaefer,,,
2195,Stephane Giusti,,,
2196,Stephanie Black,,,
2197,Stephanie Brockhaus,,,
2198,Stephen Chow,,,
2199,Stephen Daldry,,,
2200,Stephen Frears,,,
2201,Stephen Kijak,,,
2202,Stevan Riley,,,
2203,Steve Barker,,,
2204,Steve Box,,,
2205,Steve Jacobs,,,
2206,Steve James,,,
2207,Steve McQueen,,,
2208,Steve Sanguedolce,,,
2209,Steven Claydon,,,
2210,Steven Sebring,,,
2211,Steven Shainberg,,,
2212,Steven Silver,,,
2213,Steven Soderbergh,,,
2214,Steven Spielberg,,,
2215,Sturla Gunnarsson,,,
2216,Stéphane Aubier,,,
2217,Sue Bourne,,,
2218,Sue Brooks,,,
2219,Sujoy Ghosh,,,
2220,Suo Masayuki,,,
2221,Supriyo Sen,,,
2222,Suroosh Alvi,,,
2223,Susan Bier,,,
2224,Susan Seidelman,,,
2225,Susanne Bier,,,
2226,Susanne Rostock,,,
2227,Susie Au,,,
2228,Sylvain Chomet,,,
2229,Sébastien Lifshitz,,,
2230,Sönke Wortmann,,,
2231,Tahani Rached,,,
2232,Taika Waititi,,,
2233,Takashi Mike,,,
2234,Takashi Shimizu,,,
2235,Takenaka Naoto,,,
2236,Takeshi Kitano,,,
2237,Takeshi Miike,,,
2238,Tamar Yarom,,,
2239,Tamara Jenkins,,,
2240,Tammy Cheung,,,
2241,Tan Pin Pin,,,
2242,Tania Nehme,,,
2243,Tareque,,,
2244,Tareque Masud,,,
2245,Tariq Mehmood,,,
2246,Tariq Teguia,,,
2247,Tarsem Singh,,,
2248,Tata Amaral,,,
2249,Tatsumi Kumashiro,,,
2250,Tawfik Abu Wael,,,
2251,Te-Sheng Wei,,,
2252,Ted White,,,
2253,Teddy Chan,,,
2254,Teinosuke Kinugasa,,,
2255,Tejal Shah,,,
2256,Telmo Esnal,,,
2257,Terence Davies,,,
2258,Terence Fisher,,,
2259,Teresa Pelegri,,,
2260,Terrence Malick,,,
2261,Terry George,,,
2262,Terry Gilliam,,,
2263,Terry Zwigoff,,,
2264,Tery Jones,,,
2265,Tetsuya Nakashima,,,
2266,The Brothers Quay,,,
2267,The Centre of Attention,,,
2268,The Pang Brothers,,,
2269,The Reluctant Fundamentalist,,,
2270,Theo Angelopoulos,,,
2271,Thet Sambath,,,
2272,Thom Andersen,,,
2273,Thomas Arslan,,,
2274,Thomas Clay,,,
2275,Thomas McCarthy,,,
2276,Thomas Vinterberg,,,
2277,Thorold Dickinson,,,
2278,Thupten Tseing,,,
2279,Tian Zhuangzhuang,,,
2280,Tim Brunsden,,,
2281,Tim Burton,,,
2282,Tim Hetherington,,,
2283,Tim Newton,,,
2284,Tim Robbins,,,
2285,Tim Roth,,,
2286,Timo Vuorensola,,,
2287,Timothy Sheader,,,
2288,Tin Dirdamal,,,
2289,Tinge Krishnan,,,
2290,Toa Fraser,,,
2291,Tobe Hooper,,,
2292,Tobias Lindholm,,,
2293,Tod Browning,,,
2294,Todd Field,,,
2295,Todd Haynes,,,
2296,Todd Solondz,,,
2297,Tom Collins,,,
2298,Tom Day,,,
2299,Tom Dicillo,,,
2300,Tom Ford,,,
2301,Tom Harper,,,
2302,Tom Hooper,,,
2303,Tom Hunsinger,,,
2304,Tom Kalin,,,
2305,Tom Peosay,,,
2306,Tom Six,,,
2307,Tom Twyker,,,
2308,Tom Tykwer,,,
2309,Tom Zubrycki,,,
2310,Tomas Alfredson,,,
2311,Tomas Fuller,,,
2312,Tomasz Konecki,,,
2313,Tomasz Wasilewski,,,
2314,Tommy Lee Jones,,,
2315,Tomás Gutiérrez Alea,,,
2316,Tonie Marshall,,,
2317,Tony Ayres,,,
2318,Tony Bui,,,
2319,Tony Gatlif,,,
2320,Tony Montana,,,
2321,Tony Richardson,,,
2322,Tosh Gitonga,,,
2323,Toyoda Toshiaki,,,
2324,Tran Anh Hung,,,
2325,Travis Mathews,,,
2326,Trey Parker,,,
2327,Tristán Bauer,,,
2328,Tristán Ulloa,,,
2329,Tsai Ming-Liang,,,
2330,Tsang Tsui Shan,,,
2331,Tsering Rhitar,,,
2332,Tsui Hark,,,
2333,Tushar Joag,,,
2334,Tyler Perry,,,
2335,Udayan Prasad,,,
2336,Uli Edel,,,
2337,Ulrich Seidl,,,
2338,Umut Dag,,,
2339,Ursula Meier,,,
2340,Vadim Jean,,,
2341,Val Guest,,,
2342,Valay Shende,,,
2343,Valerie Faris,,,
2344,Valeska Grisebach,,,
2345,Valia Santella,,,
2346,Valérie Donzelli,,,
2347,Valérie Massadian,,,
2348,Ventura Pons,,,
2349,Vicente Aranda,,,
2350,Vicente Minnelli,,,
2351,Vicente Molina,,,
2352,Vicky Funari,,,
2353,Victor Erice,,,
2354,Victor Fleming,,,
2355,Victor García,,,
2356,Victor Sjöstrom,,,
2357,Victoria Galardi,,,
2358,Vidu Bilu,,,
2359,Vijay B Chandra,,,
2360,Vijay Singh,,,
2361,Vincent Chui,,,
2362,Vincent Monnikendam,,,
2363,Vincent Morisset,,,
2364,Vincent Paronnaud,,,
2365,Vincent Partar,,,
2366,Vincente Minnelli,,,
2367,Vincenzo Natali,,,
2368,Virginie Despentes,,,
2369,Virginie Wagon,,,
2370,Vit Klusák,,,
2371,Vitorio De Sica,,,
2372,Vittorio De Sica,,,
2373,Vittorio Taviani,,,
2374,Volker Schlöndorff,,,
2375,Véréna Paravel,,,
2376,Víctor Gaviria,,,
2377,Wai Ka Fai,,,
2378,Wai-keung Lau,,,
2379,Walerian Borowczyk,,,
2380,Walter Doehner,,,
2381,Walter Salles,,,
2382,Wang Jianwei,,,
2383,Wang Xiao-Shuai,,,
2384,Wang Xiaoshuai,,,
2385,Warwick Thornton,,,
2386,Wash Westmoreland,,,
2387,Wayne Kramer,,,
2388,Wayne Wang,,,
2389,Wen Jiang,,,
2390,Werner Herzog,,,
2391,Wes Anderson,,,
2392,Wes Craven,,,
2393,Wes Orshoski,,,
2394,Whit Stillman,,,
2395,Will Lovelace,,,
2396,William Friedkin,,,
2397,William Klein,,,
2398,William McGregor,,,
2399,William Thiele,,,
2400,William Wyler,,,
2401,Wim Wenders,,,
2402,Wisit Sasanatieng,,,
2403,Wojciech Has,,,
2404,Wolfgang Becker,,,
2405,Wolfgang Kissel,,,
2406,Wolfgang Petersen,,,
2407,Wolfgang Reitherman,,,
2408,Wolfgang Staudte,,,
2409,Wong Cheuk-hin George,,,
2410,Wong Kar-Wai,,,
2411,Woody Allen,,,
2412,Wu Yonggang,,,
2413,Xavi Puebla,,,
2414,Xavier Beauvois,,,
2415,Xavier Dolan,,,
2416,Xavier Giannoli,,,
2417,Xiaolu Guo,,,
2418,Xie Fei,,,
2419,Xie Jin,,,
2420,Yaguchi Shinobu,,,
2421,Yan Yan Mak,,,
2422,Yang Fengliang,,,
2423,Yang Ik-Joon,,,
2424,Yann Samuell,,,
2425,Yaron Shani,,,
2426,Yaron Zilberman,,,
2427,Yasmine Kabir,,,
2428,Yasujiro Ozu,,,
2429,Yee Chih-yen,,,
2430,Yoji Yamada,,,
2431,Yonathan Zur,,,
2432,Yongyooth Thongkonthun,,,
2433,Yorgos Lanthimos,,,
2434,Yoshifumi Kondo,,,
2435,Yousaf Ali Khan,,,
2436,Youssef Chahine,,,
2437,Yu Lik Wai,,,
2438,Yvan Attal,,,
2439,Yves Montmayeur,,,
2440,Yôjirô Takita,,,
2441,Zabou Breitman,,,
2442,Zach Braff,,,
2443,Zero Chou,,,
2444,Zhang Yang,,,
2445,Zhang Yimou,,,
2446,Zhang Yuan,,,
2447,Zhivko Dimitrov,,,
2448,jessica Hausner,,,
2449,matt Kendall,,,
2450,Àlex Ollé,,,
2451,Àlex Pastor,,,
2452,Óscar Aibar,,,
2453,Óscar Andrade,,,
2454,álvaro Begines,,,
2455,álvaro Brechner,,,
2456,álvaro Curiel,,,
2457,álvaro Fernández Armero,,,
2458,álvaro García-Capelo,,,
2459,özgür Yildirim,,,
