event_id,title,alternative_title,release_year,certificate,languages,duration,country_of_origin,actors,is_live
22292,My Sassy Girl,Yeopkijeogin Geuhyeo,2001,,,120,South Korea,,0
22293,I Wish I Had a Wife,Nado Anaega Isseosseumyeon Joketta,2001,15,,104,South Korea,,0
22294,Bongja,,2000,18,,89,South Korea,,0
22295,4 Real: Channel 4 &reality TV,,,U,,90,,,0
22296,Earth,Zemlya,1930,PG,,90,USSR,"Yelena Maximova, Stephan Shkurat, Semyon Svashenko, Mikola Nademsky",0
22297,Fresh Roots Video Festival,,,U,,,,,0
22298,Lost Highway,,1996,18,English,135,US,"Patricia Arquette, Bill Pullman, Balthazar Getty",0
22302,"The Best in Cartoons: Hofman, Brde",,,12,,86,,,0
22303,Švankmajer & The Brothers Quay,,,15,,100,,,0
22304,He Loves Me He Loves Me Not,A la Folie… Pas du tout,2002,12,,92,France,"Sophie Guillemin, Samuel Le Bihan, Isabelle Carré, Audrey Tautou",0
22305,The Trespasser,O Invasor,2002,18,,97,Brazil,"Paulo Miklos, Marco Ricca, Malu Mader, Alexandre Borges",0
22306,Secret Ballot,Raye makhfi,2001,U,,101,Iran,"Nassim Abdi, Cyrus Abidi",0
22307,The Apple,,1997,PG,,85,"Iran, France","Zahra Naderi, Massoumeh Naderi, Ghdrbanali Naderi",0
22308,Wild Style,,1982,15,English,82,US,,0
22309,"Moral Tales of Macourek, Born, Doubrava and Koutský",,,15,,86,,,0
22310,Occasional Work of a Female Slave,Gelegenheitsarbeit einer Sklavin,1973,18,,91,West Germany,"Sylvia Gartmann, Franz Bronski, Alexandra Kluge",0
22311,Dirty Pretty Things,,2002,15,,97,UK,"Sophie Okonedo, Sergi Lopez, Chiwetel Ejiofor, Audrey Tautou",0
22312,Laissez-passer,Safe Conduct,2002,12,,170,France,"Marie Gillain, Jacques Gamblin, Denis Podaldes",0
22313,An Invention for Destruction,,1958,15,,81,Czech Republic,,0
22314,A Midsummer’s Night Dream,,1959,12,,76,Czechoslovakia,,0
22315,Cabaret,,1972,15,,123,US,"Michael York, Liza Minnelli, Joel Grey, Helmut Griem",0
22316,The Best of Ji&#345;í Trnka,,,12,,112,,,0
22317,Jí,,,12,,75,,,0
22318,Exposures,,,,,,,,0
22319,City of God,Cidade de Deus,2001,18,,130,"France, Brazil","Matheus Nachtergaele, Leandro Firmino da Hora, Douglas Silva, Alexandre Rodrigues",0
22320,Little Prince’s Rap Against the Wicked Souls,O Rap de Pequeno Principe,2000,15,,70,Brazil,,0
22321,Brainstorm,Bicho de 7 Cabecas,2001,15,,110,Brazil,,0
22322,Madame Sata,,2001,18,,105,Brazil,,0
22323,To the Left of the Father,Lavoura Arcaica,2001,18,,171,Brazil,,0
22324,Take Care of My Cat,Goyangileul Butaghae,2001,,,112,Korea,"Ok Ji-young, Lee Yo-won, Lee Eun-sil, Bae Du-Na",0
22325,Perfume de Violetas,Perfume of Violets,2000,15,,90,Mexico,"Ximena Ayala, Nancy Gutiérrez, Maria Rojo, Arcelia Ram’rez",0
22326,The Pianist,,2001,15,English,149,"Poland, France","Thomas Kretschmann, Maureen Lipman, Frank Finlay, Adrien Brody",0
22328,The Last Great Wilderness,,2002,,,90,UK,"Victoria Smurfit, Jonny Phillips, David Hayman, Alastair Mackenzie",0
22329,Preferisco il rumore del mare,I Prefer the Sound of the Sea,1999,,,84,"Italy, France","Silvio Orlando, Paolo Cirio, Michele Raso, Fabrizia Sacchi",0
22330,Spider,,2001,15,,99,"UK, Canada","Ralph Fiennes, Miranda Richardson, Lynn Redgrave, Gabriel Byrne, Bradley Hall",0
22331,Divine Intervention,Yadon Ilaheyya,2002,15,,92,"Palestine, France","Nayef Fahoum Daher, Manal Khader, Elia Suleiman",0
22332,Monday Morning,Lundi Matin,2002,PG,,128,"Italy, France","Jacques Bidou, Arrigo Mozzo, Anne Kravz-Tarnavsky",0
22333,La Grande Illusion,,1937,U,French,117,France,"Pierre Fresnay, Jean Gabin, Erich von Stroheim",0
22334,Citizen Kane,,1941,PG,English,119,US,"Orson Welles, Joseph Cotten, Everett Sloane, Dorothy Comingore",0
22344,Saturday Night and Sunday Morning,,1960,PG,English,89,Great Britain,"Shirley Ann Field, Rachel Roberts, Albert Finney",0
22348,The Loneliness of the Long Distance Runner,,1962,12,,104,UK,"Tom Courtenay, Michael Redgrave, James Bolam",0
22349,Veronika Voss,Die Sehnsucht der Veronika Voss,1982,12,,104,West Germany,"Rosel Zech, Hilmar Thate, Annemarie Duringer",0
22350,Maids,Domesticas,2001,15,,90,Brazil,,0
22351,News From a Personal War,Noticias de Uma Guerra Particular,1999,15,,57,,,0
22352,Through the Window,Atraves de Janela,2000,15,,82,Brazil,,0
22353,Real Women Have Curves,,2001,12,,87,US,"Lupe Ontiveros, Ingrid Oliu, George Lopez, America Ferrera",0
22354,Abouna,Our Father,2002,PG,,84,"France, Chad","Zara Haroun, Mounira Khalil, Hamza Moctar Aguid, Ahidjo Mahamat Moussa",0
22355,Sans Soleil,Sunless,1982,,,104,France,,0
22356,Martha...Martha,,2001,15,,129,France,"Yann Goven, Valérie Donzelli, Lydia Andrei, Lucie Régnier",0
22357,Die Innere Sicherheit,The State I’m In,2000,15,,106,Germany,"Richy Müller, Julia Hummer, Bilge Bingul, Barbara Auer",0
22358,Pandora's Box,Die Büchse der Pandora,1928,PG,Silent,106,Germany,"Louise Brooks, Fritz Kortner, Franz Lederer, Carl Goetz",0
22362,Irreversible,,2002,18,,99,France,"Vincent Cassel, Monica Bellucci, Albert Dupontel",0
22363,Revengers Tragedy,,2002,15,,109,UK,"Diana Quick, Eddie Izzard, Derek Jacobi, Christopher Eccleston, Carla Henry, Andrew Schofield",0
22364,The Man Without a Past,Mies vailla menneisyytta,2002,12,,97,"Germany, France, Finland","Markku Peltola, Kati Outinen, Juhani Niemela",0
22365,Japón,Japan,2002,15,,137,"Spain, Mexico","Yolanda Villa, Magdalena Flores, Alejandro Ferretis",0
22366,The Kid Stays in the Picture,,2002,15,,93,US,,0
22367,The Magdalene Sisters,,2002,15,,119,UK,,0
22369,The Game of Their Lives,,2002,PG,,80,UK,,0
22370,Family,,2001,PG,,90,Denmark,,0
22371,First Kill,,2001,15,,73,Netherlands,,0
22372,Listen to Britain: War Records,,,PG,,90,,,0
22373,Repo Man,,1984,18,,92,US,"Tracey Walter, Harry Dean Stanton, Emilio Estevez",0
22374,Death and the Compass,,1996,,,85,"UK, Spain, Mexico, Japan","Peter Boyle, Miguel Sandoval, Christopher Eccleston",0
22375,Walker,,1987,18,,94,US,"Richard Masur, René Auberjonois, Peter Boyle, Marlee Matlin., Ed Harris",0
22376,The Cabinet of Dr. Caligari,Das Kabinett des Dr. Caligari,1919,PG,,70,Germany,"Werner Krauss, Conrad Veidt",0
22377,Die Drei von der Tankstelle,,1930,,,99,Germany,"Willy Fritsch, Oskar Karlpoint, Lilian Harvey",0
22378,Plein Soleil,Purple Noon,1960,PG,,118,"Italy, France","Maurice Ronet, Marie Laforêt, Alain Delon",0
22379,Three Colours: Red,Trois Couleurs: Rouge,1994,15,,99,"Switzerland, Poland, France","Jean-Louis Trintignant, Irène Jacob, Frédérique Feder",0
22380,What Have I Done to Deserve This?,¿Qué he hecho yo para merecer esto?,1984,18,,101,Spain,"Luis Hostalot, Carmen Maura, ángel de Andres López",0
22381,We are Skint: The Video Tour 2003,,,,,105,,,0
22382,War and Peace,Jang Aur Aman,2001,12,,148,India,,0
22383,The Day I Will Never Forget,,2002,15,,92,UK,,0
22384,Only the Strong Survive,,2002,PG,,95,US,,0
22385,Cinemania,,2002,PG,,80,"US, Germany",,0
22386,Personal Velocity - Three Stories,,2001,15,,87,US,"Parker Posey, Kyra Sedgwick, Fairuza Balk",0
22387,Imitation of Life,,1959,PG,,124,US,"Susan Kohner, Sandra Dee, Lana Turner, Juanita Moore, John Gavin",0
22388,La Habanera,The Havanan,1937,,,95,Germany,"Zarah Leander, Karl Martell, Ferdinand Marion",0
22389,Far From Heaven,,2002,12,,107,US,"Patricia Clarkson, Julianne Moore, Dennis Quaid, Dennis Haysbert",0
22390,Safe,,1995,15,,118,US,"Xander Berkeley, Julie Burgess, Julianne Moore, Dean Norris",0
22391,Sin noticias de Dios,No News from God,2001,15,,105,Spain,"Victoria Abril, Penélope Cruz, Gael García Bernal, Fanny Ardant",0
22392,El Traje,The Suit,2002,15,,102,Spain,"Mulie Jarjú, Manuel Morón, Eugenio ‘Jimmy’ Roca",0
22393,El viaje de Carol,Carol’s Journey,2002,12,,103,Spain,"Rosa María Sardà, Maria Barranco, Juan José Ballesta, Clara Lago",0
22394,Smoking Room,,2002,15,,89,Spain,"Manuel Morón, Eduard Fernández, Chete Lera, Antonio Dechent",0
22395,En la ciudad sin límites,The City of No Limits,2002,15,,120,Spain,"Leonardo Sbaraglia, Geraldine Chaplin, Fernando Fernán Gómez",0
22396,Piedras,Stones,2002,15,,134,Spain,"Vicky Peña, Najwa Nimri, Monica Cervera, Antonia San Juan, Angela Molina",0
22397,Carlos contra el mundo,Carlos Versus the World,2002,,,91,Spain,"Victoria Mora, Silvia Rey, Julián Villagrán",0
22398,Guerreros,,2002,18,,95,Spain,"Jordi Vilches, Eloy Azorín, Eduardo Noriega",0
22399,Poniente,,2002,15,,94,Spain,"José Coronado, Cuca Escribano, Antonio Dechent",0
22400,Rencor,Rancour,,,,108,Spain,"Lolita, Jorge Perugorria, Geli Albaladejo, Elena Anaya",0
22401,Nos hacemos falta,Tilt,2001,,,97,Spain,"Vicente Gil, Pepe Pereza, Inma Ochoa, Ghamedy M’Baye",0
22402,Canícula,Dogs Day,2001,,,113,Spain,"Nathalie Seseña, Elvira Mínguez, Antón Reixa, Aitor Merino",0
22403,Son of the Bride,El hijo de la novia,2001,15,,126,"Spain, Argentina","Ricardo Darin, Norma Aleandro, Natalia Verbeke, Héctor Alterio",0
22404,Volverás,You’ll be Back,2002,,,102,"Spain, Mexico","Unax Ugalde, Tristán Ulloa, Elizabeth Cervantes",0
22405,Aro Tolbukhin: En la mente del assasin,In the Mind of a Killer,2003,18,Spanish,94,"Spain, Mexico","Zoltan Jozan, Daniel Giménez Cacho, Carmen Beato",0
22406,Historia de un beso,Story of a Kiss,,,,105,Spain,"Manuel Lozano, Carlos Hipolito, Ana Fernández, Alfredo Landa",0
22407,El Alquimista Impaciente,The Impatient Alchemist,2002,,,111,"Spain, Argentina","Roberto Enríquez, Miguel Angel Sola, Ingrid Rubio",0
22408,800 Balas,800 Bullets,2002,15,,120,Spain,"Sancho Gracia, Eusebio Poncela, Carmen Maura",0
22409,Intacto,Intact,2001,15,,108,Spain,"Max von Sydow, Leonardo Sbaraglia, Eusebio Poncela",0
22410,Martín,Hache,1997,15,,134,"Spain, Argentina","Juan Diego Botto, Federico Luppi, Eusebio Poncela, Cecilia Roth",0
22411,Law of Desire,La ley del deseo,1987,18,,100,,"Eusebio Poncela, Carmen Maura, Antonio Banderas",0
22412,De Salamanca a ninguna parte,,2002,12,,80,,"Mario Camus, Julio Diamante, José Luis Borau",0
22413,Los niños de Rusia,The Children of Russia,2001,12,,93,,,0
22414,Extranjeras,,2002,12,,55,,,0
22415,Esa pareja feliz,,1951,12,,83,,"Fernando Fernán Gómez, Félix Fernández, Elvira Quintillá",0
22416,11’09’’01,9/11/14,2002,12,,135,,,0
22417,The Dancer Upstairs,,,15,,124,"US, Spain","Laura Morante, Juan Diego Botto, Javier Bardem",0
22418,Sunset Boulevard,,1950,PG,English,110,US,"William Holden, Gloria Swanson, Erich von Stroheim",0
22419,L’Homme du Train,The Man on the Train,2002,12,,90,France,"Johnny Hallyday, Jean-François Stevenin, Jean Rochefort, Charlie Nelson",0
22420,Three Brothers,Tri Bata,2000,15,,80,Kazakhstan,"Shakir Vilyoumov, Kasym Zhakibayev",0
22421,Biography of a Young Accordionist,Koesimning Karasy,1994,,,90,Kazakhstan,,0
22422,El otro lado de la cama,The Other Side of the Bed,2002,15,,109,Spain,"Paz Vega, Natalia Verbeke, Guillermo Toledo, Ernesto Alteria",0
22423,Goya-nominated Shorts,,,,,90,,,0
22424,Cortos por la red,Shorts on the net,,15,,110,,,0
22425,Tapas 1,,,15,,90,,,0
22426,Tapas 2,,,15,,90,,,0
22427,Nadie hablará de nosotras cuando hayamos muerto,Nobody Will Speak About Us When We're Dead,1995,18,,105,Spain,"Victoria Abril, Pilar Bardem, Federico Luppi",0
22428,Burning in the Wind,Brucio nel vento,2001,18,,118,Italy,,0
22429,Fellini: I am a Born Liar,Fellini: Sono un Gran Bugiard,2001,15,,100,"UK, Italy, France","Roberto Benigni, Dante Ferretti.",0
22430,Francesca and Nunziata,Francesca e Nunziata,2001,15,,125,Italy,,0
22431,Across the Border,Oltre il Confine,,,,104,Italy,,0
22432,Truth and Lies,La forza del passato,2002,,,98,Italy,,0
22433,Two Friends,Due amici,2002,,,90,Italy,,0
22434,Russian Ark,,2002,U,Russian,96,"Russia, Japan, Germany, Canada","Sergey Dreiden, Maria Kuznetsova, Leonid Mozgovoy",0
22435,Fanny and Alexander,Fanny och Alexander,1982,15,,189,"Sweden, France",,0
22436,The Virgin Spring,Jungfrukällan,1960,15,,87,Sweden,,0
22437,Summer With Monika,Sommaren med Monika,1953,PG,,97,Sweden,,0
22438,The Seventh Seal,Det sjunde inseglet,1957,PG,Swedish,96,Sweden,"Nils Poppe, Max von Sydow, Gunnar Björnstrand, Bibi Andersson, Bengt Ekerot",0
22442,In This World,,2002,15,,88,UK,,0
22443,Tabu,Taboo,1931,12,,90,US,"Matahi, Kong Ah, Hitu, Anna Chevalier",0
22444,Cries and Whispers,Viskningar och rop,1972,18,,91,Sweden,,0
22445,Scenes From a Marriage,Scener ur ett äktenskap,1973,15,,168,Sweden,,0
22446,Best of British Touring Programme,,,15,,76,,,0
22447,Open Hearts,,2002,15,,114,Denmark,"Sonja Richter, Paprika Steen, Nikolaj Lie Kaas, Mads Mikkelsen",0
22449,Heat and Dust,,1983,15,,130,UK,"Shashi Kapoor, Julie Christie, Greta Scacchi, Christopher Cazenove",0
22450,The Leopard,Il Gattopardo,1963,PG,Italian,195,Italy,"Paola Stoppa, Claudia Cardinale, Burt Lancaster, Alain Delon",0
22452,Mostly Martha,,2001,PG,,107,Germany,"Sergio Castellitto, Maxime Foerste, Martina Gedeck",0
22453,Structural/Materialist,,,,,,,,0
22454,Location: Duration,,,,,,,,0
22455,Intervention & Processing,,,,,78,,,0
22456,Diversifications,,,,,,,,0
22457,London Underground,,,,,,,,0
22458,Trembling Before G-d,,2001,15,,75,US,,0
22459,Adaptation,,2002,15,English,115,US,"Tilda Swinton, Nicolas Cage, Meryl Streep, Chris Cooper, Brian Cox",0
22462,Le Fils,The Son,2002,12,,103,"France, Belgium","Remy Renaud, Olivier Gourmet, Morgan Marinne, Isabella Soupart",0
22463,Le Souffle,,2003,15,,77,France,"Pierre-Louis Bonnetblanc, Maxime Dalbrut, Dominique Chevallier",0
22464,Life and Debt,,2001,PG,,86,US,,0
22465,Balzac and the Little Chinese Seamstress,Balzac et la Petite Tailleuse Chinoise,2002,12,,111,"France, China","Zhou Xun, Wang Shuanbgao, Liu Ye, Chen Kun",0
22466,Igby Goes Down,,2002,15,,104,US,"Kieran Culkin, Susan Sarandon, Jeff Goldblum, Jared Harris, Claire Danes, Bill Pullman",0
22467,Tadpole,,2001,15,,78,US,"Sigourney Weaver, John Ritter, Bebe Neuwirth, Aaron Stanford",0
22468,Confessions of a Dangerous Mind,,2002,15,,113,"US, UK, Germany","Sam Rockwell, Rutger Hauer, Julia Roberts, George Clooney, Drew Barrymore",0
22469,Nach Fünf  im Urwald,It’s a Jungle Out There,1995,12,,99,Germany,"Franka Potente, Farina Brock, Dagmar Manzel, Axel Milberg",0
22470,Ossessione,,1943,PG,,135,Italy,"Massimo Girotti, Clara Calamai",0
22471,Rocco and his Brothers,Rocco e i Suoi Fratelli,1960,15,Italian,180,"Italy, France","Renato Salvatori, Claudia Cardinale, Annie Girardot, Alain Delon",0
22474,Owning Mahowny,,2002,15,,91,Canada,"Philip Seymour Hoffman, Minnie Driver, Maury Chaykin, John Hurt",0
22475,Soft Shell Man,Un Crabe Dans la Tete,,15,,102,"Canada (Quebec), Canada","Pascale Desrochers, Isabelle Blais, Emmanuel Bilodeau, David La Haye",0
22476,Flower & Garnet,,2002,15,,103,Canada,"Jane McGregor, Colin Roberts, Callum Keith Rennie",0
22477,Way Back Home,,2003,12,,120,India,,0
22478,Aftermath: The Remnant of War,,2001,15,,73,Canada,,0
22479,Kinky Gerlinky,,2002,18,,101,UK,"Vivenne Westwood, Leigh Bowery, Jean Paul Gaultier, Boy George",0
22480,Expecting,,2002,12,,92,Canada,"Valerie Buhagiar, Debra McGrath, Colin Mochrie, Angela Gei",0
22481,The Little Republic,Swaraaj,2002,12,,90,India,"Tanishta Chatterjee, Rajendra Gupta, Mandakini Goswami, Alka Amin",0
22482,Flying with One Wing,Tani Tatuwen Piyabanna,2002,15,,81,Sri Lanka,"Mahendra Perera, Gayani Sudharshani, Anoma Janadari",0
22483,Shanda + A Lion's Trail,,,PG,,125,,,0
22484,Bollywood Bound,,2001,PG,,86,Canada,"Vikram Dhillon, Vekeana Dhillon, Ruby Bhatia, Neeru Bajwa",0
22485,"Gambling, God & LSD",,2002,12,,180,Canada,,0
22486,Canned Oracles - African & Caribbean Shorts,,,U,,,,,0
22487,Carry on Commonwealth,,,,,,,,0
22488,North By North West,,,,,,,,0
22489,Boys V Girls,,,,,,,,0
22490,Canadian Film Centre - 15th Year Anniversary,,,,,,,,0
22491,Transfixed - Experimental Shorts,,,,,,,,0
22492,Launched - The Commonwealth Space Programme,,,,,,,,0
22493,A Matter of Life & Death,,1946,U,English,104,UK,"Roger Livesey, Raymond Massey, Marius Goring, Kim Hunter, David Niven",0
22495,Whale Rider,,2002,PG,,104,"New Zealand, Germany","Vicky Haughton, Rawiri Paratene, Keisha Castle-Hughes, Cliff Curtis",0
22496,An Angel at My Table,,,15,,,New Zealand,"Kerry Fox, Karen Fergusson, Alexia Keogh",0
22497,Celia,,,15,,,Australia,"William Zappa, Victoria Longley, Rebecca Smart, Nicholas Eadie, Maryanne Fahey",0
22498,The Last Days of Chez Nous,,1992,15,,97,Australia,"Miranda Otto, Lisa Harrow, Kerry Fox, Bruno Ganz",0
22499,Rain,,2001,15,,92,New Zealand,"Sarah Peirse, Marton Csokas, Alistair Browning, Alicia Fulford-Wierzbicki",0
22500,Crush,,1992,15,,96,New Zealand,"William Zappa, Marcia Gay Harden, Donogh Rees, Caitlin Bossley",0
22501,Jane Campion Shorts,,,15,,48,,,0
22502,Mon-Rak Transistor,A Transistor Love Story,2001,15,,115,Thailand,"Suppakorn Kitsuwan, Siriyakorn Pukkavesa, Black Pomtong",0
22503,Good Bye Lenin!,,2002,15,,122,Germany,"Maria Simon, Katrin Saß, Daniel Brühl, Chulpan Khamatova",0
22504,Life is All You Get,Das Leben ist eine Baustelle,1996,18,,-2,Germany,"Ricky Tomlinson, Jürgen Vogel, Christiane Paul",0
22505,Farewell My Concubine,Ba Wang Bie Ji,1993,15,,158,"Hong Kong, China","Zhang Fengyi, Lu Qi, Leslie Cheung, Gong Li",0
22506,The Bride with White Hair,Bai fa mo nu zhuan,1993,18,,89,Hong Kong,"Leslie Cheung, Brigitte Lin",0
22507,Springtime in a Small Town,Xiao Cheng Zhi Chun,2002,PG,Mandarin,116,China,"Xin Bai Qing, Wu Jun, Hu Jing Fan",0
22514,Le Fate Ignoranti,Ignorant Fairies,2001,15,,110,Italy,"Stefano Accorsi, Serra Yilma, Margherita Buy, Andrea Renzi",0
22515,Hamam – The Turkish Bath,Il Bagno Turko,1997,15,,96,Italy,"Francesca d'Aloja, Allessandro Gassman",0
22516,El crimen  del Padre Amaro,The Crime of Father Amaro,2002,15,,119,"Spain, Mexico, France, Argentina","Sancho Gracia, Gael García Bernal, Angélica Aragón, Ana Claudia Talancón",0
22517,Frida,,2002,15,,123,US,"Salma Hayek, Geoffrey Rush, Antonio Banderas, Alfred Molina",0
22518,Le Cercle Rouge,The Red Circle,1970,PG,,140,France,"Yves Montand, Gian Maria Volonté, André Bourvil, Alain Delon",0
22519,Etre et Avoir,To Be and To Have,2002,U,,104,France,,0
22520,Temptress Moon,Fengyue,1996,15,,117,Hong Kong,"Leslie Cheung, Kevin Lin, He Safei, Gong Li",0
22521,Proof,,1991,15,,90,Australia,"Russell Crowe, Hugo Weaving, Genevieve Picot",0
22522,In the Mirror of Maya Deren,Im Spiegel der Maya Deren,2001,15,,100,"Switzerland, Germany, Austria",,0
22523,Quatermass Jubilee,,,,,,,,0
22524,Broken Wings,Knafaim Shvurot,2002,15,,87,Israel,"Orly Zilbershatz-Banai, Nitai Gvirtz, Maya Maron, Daniel Magon",0
22525,Dragonflies,Øyenstikker,2001,15,,110,Norway,"Mikael Persbrandt, Maria Bonnevie, Kim Bodna",0
22526,Confidence,,2002,15,,98,US,"Robert Forster, Rachel Weisz, Ed Burns, Dustin Hoffman, Andy Garcia",0
22527,Gangs of New York,,2002,18,,168,US,"Leonardo DiCaprio, John C. Reilly, Jim Broadbent, Daniel Day-Lewis, Cameron Diaz",0
22528,Le Doulos,The Finger Man,1962,12,French,109,"Italy, France","Serge Reggiani, René Lefèvre, Jean-Paul Belmondo, Jean Desailly",0
22530,"Leon Morin, Priest","Léon Morin, Prêtre",1961,,,117,"Italy, France","Nicole Mirel, Jean-Paul Belmondo, Irène Tunc, Emmanuelle Riva",0
22531,On Dangerous Ground,,1951,PG,,82,US,"Ward Bond, Robert Ryan, Ida Lupino, Ed Begley",0
22532,Insomnia,,1997,15,"Norwegian, Swedish",97,Norway,"Sverre Anker Ousdal, Stellan Skarsgåd",0
22533,The Most Terrible Time in My Life,Waga Jinsei Saiaku no Toki,1993,15,,92,"Taiwan, Japan, China","Yang Haitin Kiyotaka Nanbara, Shiro Sano, Masatoshi Nagase",0
22534,Hoover Street Revival,,2002,15,,100,UK,,0
22535,Noir Double Bill: They Drive By Night + They Made Me a Fugitive,,,12,,,,,0
22536,Irma Vep,,1996,15,,97,France,"Maggie Cheung, Lou Castel, Jean-Pierre Léaud",0
22537,Respiro,,2002,12,,90,Italy,"Vincenza Amato, Veronica D'Agostino, Valeria Golino, Francesco Casisa",0
22538,Punch-Drunk Love,,2002,15,,96,US,"Philip Seymour Hoffman, Luis Guzmán, Emily Watson, Adam Sandler",0
22539,Ma Vie,Ma Vraie Vie à Rouen/ My Life,2002,15,,105,France,"Lucas Bonnifait, Jonathan Zaccaï, Jimmy Tavares, Ariane Ascaride",0
22540,Boogie Nights,,1997,18,,156,US,"Mark Wahlberg, Julianne Moore, Don Cheadle, Burt Reynolds",0
22541,Roger Dodger,,2002,15,,106,US,"Jesse Eisenberg, Jennifer Beals, Isabella Rossellini, Elizabeth Berkley, Campbell Scott",0
22542,Sex is Comedy,,2002,18,,92,France,"Roxane Mesquida, Grégoire Colin, Ashley Wanninger, Anne Parillaud",0
22543,Dolls,,2002,12,,114,Japan,"Tatsuya Mihasi, Miho Kanno, Hidetoshi Nishijima",0
22544,Criminal Lovers,Les Amants Criminels,1998,18,,105,France,"Salim Kechiouche, Natacha Régnier, Miki Manojlovic, Jérémie Renier",0
22545,Swimming Pool,,2002,15,,102,"UK, France","Ludivine Sagnier, Charlotte Rampling, Charles Dance",0
22546,The Hours,,2002,12,,115,US,"Nicole Kidman, Meryl Streep, Julianne Moore",0
22547,Sky Without Stars,Himmel ohne Sterne,1955,PG,,109,West Germany,"Horst Bucholz, Erik Schumann, Erich Ponto, Camilla Spira",0
22548,Standing in the Shadows of Motown,,2002,15,,108,US,,0
22549,Belleville Rendez-vous,,2002,12,,80,"France, Canada, Belgium",,0
22557,Spirited Away,Sen to Chihiro no kami kakushi,2001,PG,Japanese,125,Japan,,0
