event_id,title,alternative_title,release_year,certificate,languages,duration,country_of_origin,actors,is_live
22004,Grave of the Fireflies,Hotaru no haka,1988,12A,Japanese,90,Japan,"Tsutomu Tatsumi, Ayano Shiraishi, Yoshiko Shinohara",0
22005,Pom Poko,Heisei Tanuki Gassen Pompoko,1994,PG,,119,Japan,,0
22006,Invincible,,2001,,,130,"UK, Germany","Tim Roth, Max Raabe, Jouko Ahola, Anna Gourari",0
22007,Nausicaä of the Valley of the Wind,Kaze no Tani no Nausicaä,1984,PG,,116,Japan,,0
22008,"Palestine, a People’s Record",,1984,,,110,Palestine,,0
22009,Frontiers of Dreams And Fears,,2001,,,57,Palestine,,0
22010,Chronicle of a Disappearance,,1996,,,88,"US, Palestine, Israel",,0
22011,À Ma Soeur!,Fat Girl,2001,18,,93,France,"Roxane Mesquida, Romain Goupil, Libero de Rienzo, Arsinée Khanjian, Anaïs Reboux",0
22012,Mulholland Drive,,2001,15,English,148,US,"Naomi Watts, Laura Ellen Harring, Justin Theroux, Dan Hedaya, Ann Miller",0
22013,Brotherhood of the Wolf,Le Pacte des loups,2001,15,,139,France,"Vincent Cassel, Samuel Le Bihan, Monica Bellucci, Emilie Dequenne",0
22014,Princess Mononoke,Mononoke Hime,1997,PG,,133,Japan,,0
22015,Gosford Park,,2001,15,,137,"US, UK, Germany","Maggie Smith, Michael Gambon, Kristin Scott Thomas, Jeremy Northam, Emily Watson, Helen Mirren, Alan Bates",0
22016,That the Women Live,Que vivent les femmes!,2001,15,,83,France,,0
22017,A.B.C. Africa,,2001,,,85,Iran,,0
22018,My Brother Tom,,2001,18,,111,UK,"Michael Erskine, Jenna Harrison, Honeysuckle Weeks, Ben Whishaw",0
22019,This Filthy Earth,,2001,15,,111,UK,"Xavier Tchili, Shane Attwooll, Rebecca Palmer, Demelza Randall",0
22020,My Neighbor Totoro,Tonari no Totoro,1988,U,,87,Japan,,0
22021,Jump Tomorrow,,2001,PG,,96,UK,"Tunde Adebimpe, Natalia Verbeke, James Wilby, Hippolyte Girardot",0
22022,Cunnamulla,,2000,15,,86,Australia,,0
22023,The Boot Factory,,2000,18,,88,France,,0
22024,Apocalypse Now Redux,,2001,15,,203,US,"Robert Duvall, Martin Sheen, Marlon Brando, Frederic Forrest",0
22025,The Crimson Pig,Porco Rosso / Kurenai no Buta,1992,PG,,102,Japan,,0
22026,Super-8 Stories,,2001,15,,90,"Italy, Germany",,0
22027,A Skin Too Few: The Days of Nick Drake,,2000,PG,,,Netherlands,,0
22028,Lovely Rita,,2001,18,,80,"Germany, Austria","Wolfgang Kostal, Peter Fiala., Christoph Bauer, Barbara Osika",0
22029,Iris,,2001,15,,90,UK,"Kate Winslet, Judi Dench, Jim Broadbent, Hugh Bonneville",0
22030,Sweet Smell of Success,,1957,PG,English,96,US,"Tony Curtis, Susan Harrison, Martin Milner, Burt Lancaster",0
22031,Late Marriage,,2001,,,100,Israel,"Ronit Elkabetz, Moni Moshonov, Lior Louie Ashkenazi, Lili Kosashvili",0
22032,The Experiment,Das Experiment,2001,,,115,Germany,"Wotan Wilke Möhring, Oliver Stokowski, Moritz Bleibtreu, Christian Berkel",0
22033,Italian for Beginners,,2001,15,,108,Denmark,"Ann Eleonora Jørgensen, Anette Støvelbaek, Anders W. Berthelsen",0
22034,Pauline en Paulette,Pauline and Paulette,2001,,,79,Belgium,"Rosemarie Bergmans, Idwig Stephane, Dora van der Groen, Ann Petersen",0
22035,Behind the Sun,,2001,,,105,Brazil,"Rodrigo Santoro, Rita Assemany, Luis Carlos Vasconcelos, José Dumont",0
22036,No Man’s Land,,2001,15,,98,"Bosnia, Belgium","Simon Callow, Rene Bitorajac, Katrin Cartlidge, Filip Sovagovic, Branko Djuric",0
22037,Metoroporisu,Metropolis,2001,PG,,90,Japan,,0
22038,Lili Marleen,,1980,15,,116,West Germany,"Mel Ferrer, Hanna Schygulla, Giancarlo Giannini",0
22039,Va Savoir,,2001,PG,,155,"Italy, Germany, France","Sergio Castellitto, Marianne Basler, Jeanne Balibar, Jacques Bonnaffé",0
22040,On Connait la Chanson,Same Old Song,1997,PG,,122,France,"Sabine Azéma, Pierre Arditi, Jean-Pierre Bacri, Jane Birkin, Agnès Jaoui",0
22042,A Tale of Springtime,Conte de printemps,1989,U,,112,France,"Hugues Quester, Florence Darel, Anne Teyssédre",0
22043,BAA02 - Public Choice: PROGRAMME 1,,,,,,,,0
22044,BAA02 - Public Choice: PROGRAMME 2,,,,,,,,0
22045,BAA02 - Public Choice: PROGRAMME 3,,,,,,,,0
22046,Juana la Loca,Mad Love,2001,15,,123,Spain,"Rosana Pastor, Pilar López de Ayala, Eloy Azorín, Daniele Liotti",0
22047,El Nido,The Nest,1979,,,108,Spain,"Luis Politti, Héctor Alterio, Ana Torrent, Agustín González",0
22048,Más pena que gloria,No Pain No Gain,2001,15,,91,Spain,"María Galiana, Manuel Lozano, Biel Durán, Barbara Lennie",0
22049,Salvajes,,2001,18,,98,Spain,"Roger Casamajor, Marisa Paredes, Maria Isasi, Imanol Arias",0
22050,Tésis,,1995,18,,,Spain,"Nieves Herranz, Fele Martinez, Eduardo Noriega, Ana Torrent",0
22051,The Spirit of the Beehive,El espiritu de la colmena,1973,PG,,98,Spain,"Teresa Gimpera, Isabel Telleria, Fernando Fernán Gómez, Ana Torrent",0
22052,A Mi Madre Les Gustan Las Mujeres,My Mother Likes Women,2001,15,,96,Spain,"Silvia Abascal, Rosa María Sardà, María Pujalte, Leonor Watling, Eliska Sirova",0
22053,Vacas,Cows,1991,15,,96,Spain,"Karra Elejalde, Emma Suárez, Carmelo Gómez, Ana Torrent",0
22054,Buñuel y la mesa del rey Salomon,Buñuel and King Solomon's Table,2001,15,,103,Spain,"Pere Arquillue, Jean-Claude Carriere, Ernesto Alterio, El Gran Wyoming, Adrià Collado",0
22055,Yoyes,,1999,15,,104,Spain,"Ramón Langa, Florence Pernel, Ernesto Alteria, Ana Torrent",0
22056,Muerte de un ciclista,,1955,12,,88,Spain,"Otello Toso, Lucía Bosé, Alberto Closas",0
22057,En construcción,Work in Progress,2000,15,,125,Spain,"Juana Rodríguez, Juan López, Iván Guzmán",0
22058,L'Illa de l'holandès,The Dutchman's Island,2001,15,,107,Spain,"Roger Casamajor, Pere Ponce, Feodor Atkine, Cristina Plazas",0
22059,Visionarios,,2001,15,,112,Spain,"Ingrid Rubio, Fernando Fernán Gómez, Emma Suárez, Eduardo Noriega",0
22060,Juego de Luna,,2001,15,,93,Spain,"Ernesto Alteria, Dafne Fernández, Carlos Kaniowsky, Ana Torrent",0
22061,Caminantes,,2001,12,,60,Spain,,0
22062,El Cielo abierto,Ten Days Without Love,2000,15,,110,Spain,"Sergi Lopez, Mariola Fuentes, María Jose Alfonso, Emilio Gutierrez Caba",0
22063,Nómadas,Nomads,2001,18,,96,Spain,"Pedro Rojas, Pablo Menasanch, Manuel Sánchez Ramos, Diana Lázaro",0
22064,Lucía y el sexo,Sex and Lucía,2001,18,Spanish,128,Spain,"Tristán Ulloa, Paz Vega, Najwa Nimri, Elena Anaya, Daniele Freire",0
22065,Fausto 5.0,,2001,18,,93,Spain,"Najwa Nimri, Miguel Angel Sola, Juan Fernández, Eduard Fernández",0
22067,Silencio roto,,2001,15,,110,Spain,"Mercedes Sampietro, Lucía Jiménez, Juan Diego Botto, álvaro de Luna",0
22068,El Palo,The Hold-Up,2000,15,,87,Spain,"Maribel Verdú, Malena Alterio, Carmen Maura, Adriana Ozores",0
22069,Asesinato en febrero,Murder in February,2001,12,,86,Spain,,0
22070,Tapas Spanish Shorts Programme,,,15,,,,,0
22071,The Son's Room,La Stanza del Figlio,2001,15,Italian,99,Italy,"Nanni Moretti, Laura Morante, Jasmine Trinca, Giuseppe Sanfelice",0
22072,In The Bedroom,,2001,15,,130,US,"Tom Wilkinson, Sissy Spacek, Nick Stahl, Marissa Tomei",0
22073,The Lady and the Duke,,2001,PG,,125,France,"Lucy Russell, Jean-Claude Dreyfus, François Marthouret",0
22074,The Royal Tenenbaums,,2001,15,English,110,US,"Luke Wilson, Gwyneth Paltrow, Gene Hackman, Ben Stiller, Anjelica Huston",0
22080,Cool & Crazy,Heftig og Begeistret,2001,15,,105,Norway,,0
22081,Dinner Rush,,2001,15,,98,US,"Summer Phoenix, Sandra Bernhard, Kirk Acevedo, Edoardo Ballerini, Danny Aiello",0
22082,Atanarjuat: The Fast Runner,,2001,,,172,,,0
22083,Southern Comfort,,2000,15,,90,US,,0
22084,The Pinochet Case,Le cas Pinochet,2001,15,,110,"Spain, France, Chile, Belgium",,0
22085,The White Rose,Die Weiße Rose,1982,,,120,Germany,"Wulf Kessler, Ulrich Tukur, Oliver Siebert, Lena Stolze",0
22086,Thresholds of the Frame Prog 1,,,,,72,,,0
22087,Thresholds of the Frame Prog 2,,,,,70,,,0
22088,Sagitario,Sagittarius,2001,,,110,Spain,"Maria Isasi, Eusebio Poncela, Enrique Alcides, Daniel Freire, Angela Molina",0
22089,The Buddha of Suburbia,,1993,15,,-190,UK,"Susan Fleetwood, Steven Mackintosh, Roshan Seth, Naveen Andrews, Brenda Blethyn",0
22090,My Son the Fanatic,,1997,15,,88,UK,"Stellan Skarsgård, Rachel Griffiths, Om Puri",0
22091,London Kills Me,,1991,18,,107,UK,"Steven Mackintosh, Roshan Seth, Justin Chadwick, Emer McCourt",0
22092,Sammy and Rosie Get Laid,,1987,18,,101,UK,"Shashi Kapoor, Frances Barber, Claire Bloom, Ayub Khan Dim",0
22093,24 Hour Party People,,2002,18,English,117,UK,"Shirley Henderson, Steve Coogan, Sean Harris, Ralf Little, Lennie James, Paddy Considine, John Simm",0
22098,Play at Home,,1984,15,,,UK,,0
22099,Teenage Kicks - The Undertones,,2001,15,,72,UK,,0
22100,Y Tu mamá también,And Your Mother Too,2001,18,Spanish,105,Mexico,"Maribel Verdú, Gael García Bernal, Diego Luna",0
22101,Comedian Harmonists,,1997,15,,126,Germany,"Ulrich Noethen, Heinrich Schafmeister, Heino Ferch, Ben Becker",0
22103,The Comedy of Innocence,Comédie de l’innocence,2001,PG,,102,France,"Nils Hugon, Jeanne Balibar, Isabelle Huppert, Charles Berling",0
22104,Time Out,L’Emploi du temps,2001,PG,,134,France,"Serge Livrozet, Karin Viard, Aurélien Recoing",0
22105,The Officers’ Ward,La chambre des officiers,2001,15,,135,France,"Grégori Dérangère Sabine Azéma, Eric Caravaca, Denis Podalydès",0
22106,Windhorse,,1999,,,97,US,"Richard Chang, Jampo Kolsang, Dadon",0
22107,The Tube: The Factory All Stars,,1984,15,,80,,,0
22108,So it Goes,,,15,,90,,,0
22109,The Business of Strangers,,2001,15,,84,US,"Stockard Channing, Julia Stiles, Frederick Weller",0
22110,The Warrior,,2001,12,,87,"UK, Germany","Sheikh Annuddin, Puru Chhibber, Manoj Mishra, Irfan Khan",0
22111,Delbaran,,2001,PG,,87,Iran,"Rahmatollah Ebrahimi, Kaim Alizadeh, Hossein Hashemian, Ahmad Mahdavi",0
22112,On the Town,,1949,U,,98,US,"Jules Munshin, Vera-Ellen, Gene Kelly, Frank Sinatra, Betty Garrett, Ann Miller",0
22113,The Man with the Golden Arm,,1955,18,,120,US,"Kim Novak, Frank Sinatra, Eleanor Parker, Arnold Strang",0
22114,Muhammad Ali - The Greatest,,1974,PG,,116,France,,0
22115,Goal! 1966 World Cup,,1966,U,,108,"UK, Liechtenstein",,0
22116,High Society,,1956,U,,107,US,"Louis Armstrong, Grace Kelly, Frank Sinatra, Celeste Holm, Bing Crosby",0
22117,From Here to Eternity,,1953,PG,English,118,US,"Montgomery Clift, Frank Sinatra, Deborah Kerr, Burt Lancaster",0
22121,Anchors Aweigh,,1944,U,,140,US,"Kathryn Grayson, Gene Kelly, Frank Sinatra",0
22122,The Manchurian Candidate,,1962,15,English,127,US,"Laurence Harvey, Janet Leigh, Frank Sinatra, Angela Lansbury",0
22128,This is Sinatra,,1962,PG,,,UK,,0
22129,Dogtown and Z-Boys,,2000,15,,91,US,,0
22130,The Philadelphia Story,,1940,U,English,112,US,"Ruth Hussey, Katharine Hepburn, James Stewart, Cary Grant",0
22133,If...,,1968,15,,111,UK,"Robert Swann, Richard Warwick, Malcolm McDowell, David Wood",0
22137,Wir können auch anders,No More Mr. Nice Guy,1993,,,93,Germany,"Sophie Rois, Konstantin Kotljarov, Joachim Król, Horst Krause",0
22138,Ali Zaoua,,2001,15,,98,"Tunisia, Morocco, France","Mustapha Hansali, Mounïm Kbab, Hicham Moussoune, Abdelhak Zhayra",0
22139,Pollock,,2000,18,,124,US,"Marcia Gay Harden, Jeffrey Tambor, Ed Harris, Amy Madigan",0
22140,Burning Life,,1994,,,105,Germany,"Max Tidof, Maria Schrader, Ann Thalbach",0
22141,Hijack Stories,,2000,,,94,"UK, South Africa, Germany","Tony Kgoroge, Rapulana Seiphamo, Percy Matsemela.",0
22142,Tracey Moffatt  Shorts Programme,,,,,,Australia,,0
22143,Aprile,April,1998,15,,88,"Italy, France","Silvio Orlando, Nanni Moretti, Daniele Luchetti",0
22144,Monster’s Ball,,2001,15,,112,US,"Sean Combs, Peter Boyle, Heath Ledger, Halle Berry, Billy Bob Thornton",0
22145,Baise-moi,,2000,18,French,77,France,"Rafaëlla Anderson, Karen Bach",0
22146,Shiraz,,1928,U,,-23,"UK, India, Germany","Seeta Devi, Himansu Rai, Charu Roy",0
22147,They’re a Weird Mob Double Bill,,1966,U,,112,"UK, Australia","Walter Chiari, Claire Dunne, Chips Rafferty.",0
22148,Partition,,1987,,,90,UK,"Zorha Segal, Zia Mohyheddin, Saeed Jaffrey, Roshan Seth, John Shrapnel.",0
22149,The Mystic Masseur,,2001,PG,,117,"UK, India","Om Puri, James Fox, Aasif Mandvi.",0
22150,Third World Cop,,1999,18,,98,"UK, Jamaica","Paul Campbell, Mark Danvers, Karl Bradshaw.",0
22151,Testament,,1988,,,80,UK,"Tania Rogers, Evans Hunter, Emma Francis Wilson.",0
22152,La Belle et la Bête,,1946,PG,French,94,France,"Josette Day, Jean Marais",0
22153,Roberto Succo,,2000,15,,125,France,"Vincent Dénériaz, Stefano Cassetti, Patrick Dell'Isola, Isild Le Besco",0
22154,Stolen Children,Il Ladro di bambini,1992,15,,114,Italy,"Valentina Scalici, Enrico Lo Verso",0
22155,Eureka,,2001,15,,218,Japan,"Yoichiro Saito, Masaru Miyazaki, Koji Yakusho, Aoi Miyazaki",0
22156,Warm Water Under a Red Bridge,Akai hashi no shita no nurui mizu,2001,15,,120,Japan,"Mitsuko Baisho, Misa Shimizu, Koji Yakusho, Kazuo Kitamura",0
22157,Nine Queens,Nueve reinas,2000,15,,115,Argentina,"Tomás Fonzi, Ricardo Darin, Leticia Bredice, Gastón Pauls",0
22158,Fast Times at Ridgemont High,,1982,18,,92,US,"Sean Penn, Phoebe Cates, Judge Reinhold, Jennifer Jason Leigh",0
22159,Biggie & Tupac,,2001,15,,108,UK,,0
22160,Tape,,2001,15,,85,US,"Uma Thurman, Robert Sean Leonard, Ethan Hawke",0
22161,Sunshine State,,2002,15,,141,US,"Timothy Hutton, Ralph Waite, Jane Alexander, Edie Falco, Angela Bassett",0
22162,Read My Lips,Sur mes lèvres,2001,15,,119,France,"Vincent Cassel, Emmanuelle Devos",0
22163,Betty Fisher and Other Stories,,2001,15,,100,France,"Sandrine Kiberlain, Nicole Garcia, Mathilde Seigner, Luck Mervil",0
22164,HRWFF: Promises,,2001,,,106,"US, Palestine, Israel",,0
22165,HRWFF: War Photographer,,2001,,,96,Switzerland,,0
22166,HRWFF: Lebanon Dream  Dble bill,,2000,,,120,Israel,,0
22167,HRWFF: Unfinished Symphony,,2001,,,59,US,,0
22168,The King is Dancing,Le Roi danse,2000,15,,114,"Germany, France, Belgium","Tchéky Karyo, Colette Emmanuelle, Boris Terral, Benoît Magimel",0
22169,Zugvögel... einmal nach Inari,Trains n’ Roses,1998,15,,87,"Germany, Finland","Peter Lohmeyer, Outi Mäenpää, Joachim Król",0
22170,La Cérémonie,A Judgement in Stone,1995,15,,112,France,"Sandrine Bonnaire, Jean-Pierre Cassel, Jacqueline Bisset, Isabelle Huppert",0
22171,Lawless Heart,,2001,15,,99,UK,"Tom Hollander, Douglas Henshall, Clémentine Célarié, Bill Nighy",0
22172,Raining Stones,,1993,15,,91,UK,"Ricky Tomlinson, Julie Brown, Gemma Phoenix, Bruce Jones",0
22173,Seeing Red: Factory Fables,,,15,,104,,,0
22174,Death in Venice,Morte a Venezia,1971,12,English,130,Italy,"Silvana Mangano, Marisa Berensen, Dirk Bogarde, Björn Andresen",0
22179,Virgil Bliss,,2001,15,,93,US,"Kirsten Russell, Clint Jordan, Anthony Gorman",0
22180,25th Hour,,2002,15,,135,US,"Philip Seymour Hoffman, Rosario Dawson, Edward Norton, Brian Cox, Barry Pepper, Anna Paquin",0
22181,Secretary,,2001,18,,104,US,"Maggie Gyllenhaal, Lesley Ann Warren, James Spader",0
22182,Pure,,2002,18,,96,UK,"Vinni Hunter, Molly Parker, Harry Eden, Geraldine McEwan, David Wenham",0
22183,Ararat,,2001,15,,120,Canada,"David Alpay, Christopher Plummer, Charles Aznavour, Arsinée Khanjian",0
22184,Pot Luck,L’ Auberge espagnole,2002,15,"English, French, Spanish",115,France,"Romain Duris, Judith Godrèche, Cécile de France, Audrey Tautou",0
22188,Lilya 4-Ever,,2001,18,,109,Sweden,"Oksana Akinshina, Ljubov Agapova, Elina Benenson, Artiom Bogucharskij",0
22189,Persona,,1966,15,,85,Sweden,"Margaretha Krook, Liv Ullmann, Bibi Andersson",0
22190,Bhaji on the Beach,,1993,15,,101,UK,"Sarita Khajuria, Mo Sesay, Kim Vithana, Jimmi Harkishin",0
22191,Nowhere in Africa,,2002,15,,138,Germany,"Merab Ninidze, Matthias Habich, Lea Kurka, Karoline Eckertz, Juliane Köhler",0
22192,The Magnificent Ambersons,,1942,U,,88,US,"Tim Holt, Joseph Cotten, Dolores Costello, Ann Baxter, Agnes Moorehead",0
22193,Port of Call,Hamnsted,1948,18,,96,Sweden,,0
22194,Wild Strawberries,Smultronstället,1957,PG,,94,Sweden,"Victor Sjöström, Max von Sydow, Ingrid Thulin, Bibi Andersson",0
22195,Elling,,2001,15,,90,Norway,"Sven Nordin, Per Christensen, EPer Christian Ellefsen",0
22196,Anita & Me,,2002,12,,93,UK,"Sanjeev Bhaskar, Lynn Redgrave, Kathy Burke, Ayesha Dharker",0
22197,Seeing Red: Queer as Folk,,,18,,270,,,0
22198,"Seeing Red: Love, Life and Laughs in Manchester",,,18,,110,,,0
22199,Cold Feet + The Lovers,,,15,,79,,,0
22200,Manchester Comedy,,,15,,92,,,0
22201,Heaven,,2001,15,,97,"US, Germany","Stefania Rocca, Remo Girone, Giovanni Ribisi, Cate Blanchett",0
22202,Lovely and Amazing,,2002,15,,89,US,"Raven Goodwin, Emily Mortimer, Dermot Mulroney, Catherine Keener, Brenda Blethyn",0
22203,A Kind of Loving,,1962,15,,112,UK,"Thora Hird, June Ritchie, James Bolam, Bert Palmer, Alan Bates",0
22204,Kinofilm presents Made in Manchester,,,18,,85,,,0
22205,Classic Corrie,,,PG,,88,,,0
22206,On the Beat,,,15,,80,,,0
22207,Throne of Blood,,1957,12,Japanese,110,Japan,"Toshiro Mifune, Isuzu Yamada, Takashi Shimura",0
22208,Yojimbo,,1961,PG,,110,Japan,"Toshiro Mifune, Tatsuya Nakadai",0
22209,Drunken Angel,,1948,PG,,98,Japan,"Toshiro Mifune, Takashi Shimura",0
22210,Stray Dog,Nora inu,1949,PG,Japanese,122,Japan,"Toshiro Mifune, Takashi Shimura, Keiko Awaji",0
22211,The Bad Sleep Well,,1960,PG,,150,Japan,"Toshiro Mifune, Mori Masayuki, Kyoko Kagawa",0
22212,Rashomon,,1950,12,,87,Japan,"Toshiro Mifune, Takashi Shimura, Masayuki Mori, Machiko Kyo",0
22213,The Three Colours Trilogy,,,15,,,,,0
22214,Lost in La Mancha,,2001,15,,94,UK,"Vanessa Paradis, Terry Gilliam, Johnny Depp, Jean Rochefort",0
22215,Talk to Her,Hable con ella,2002,15,,112,Spain,"Rosario Flores, Leonor Watling, Javier Camara, Dario Grandetti",0
22216,Beijing Bicycle,Shi qi sui de dan che,2001,PG,Mandarin,114,"Taiwan, France, China","Zhou Xun, Li Bin, Gao Yuanyuan, Cui Lin",0
22217,What Time is it There?,Ni neibian jidian,2001,,,116,"Taiwan, Italy, France","Miao Tien, Lu Yi-Ching, Li Kang-Sheng, Jean-Pierre Léaud, Chen Shiang-Chyi",0
22218,Lantana,,2001,15,English,115,Australia,"Kerry Armstrong, Geoffrey Rush, Barbara Hershey, Anthony LaPaglia",0
22221,Once Upon a Time in the Midlands,,2002,15,,103,UK,"Shirley Henderson, Robert Carlyle, Ricky Tomlinson, Rhys Ifans, Kathy Burke",0
22222,The Girl from Paris,Une Hirondelle a fait le printemps,2001,15,,103,France,"Michel Serrault, Mathilde Seigner, Jean-Paul Roussillon",0
22223,Zero Hour,Stunde,1976,,,108,Germany,"Klaus Dierig, Erich Kleiber, Anette Jünger",0
22224,Mother India,Bharat Mata,1957,U,,175,India,"Sunil Dutt, Rajenda Kumar, Raaj Kumar, Nargis",0
22225,Days and Nights in the Forest,Aranyer din Ratri,1969,PG,,115,India,"Subhendu Chatterjee, Soumitra Chatterjee, Samit Bhanja, Robi Ghose",0
22226,Muktir Gaan,Song of Freedom,1995,,,78,Bangladesh,,0
22227,Scratch,,2001,15,,93,US,,0
22228,The Hidden Fortress,,1958,PG,,138,Japan,"Toshiro Mifune, Minoru Chiaki, Kamatari Fujiwara",0
22229,Seven Samurai,Shichinin no Samurai,1954,12,,206,Japan,"Toshiro Mifune, Takashi Shimura",0
22230,Sanjuro,Tsubaki Sanjuro,1962,PG,,95,Japan,"Yuzo Kayama, Toshiro Mifune, Tatsuya Nakadai",0
22231,Ikiru,To Live,1952,PG,Japanese,141,Japan,"Takashi Shimura, Miki Odagiri, Kyoko Seki",0
22233,I Live in Fear,Ikimono no Kiroku,1955,12,,103,Japan,"Toshiro Mifune, Takashi Shimura",0
22234,Red Beard,Akahige,1965,15,,179,Japan,"Yuzo Kayama, Toshiro Mifune, Terumi Niki",0
22235,Minor Mishaps,Små Ulykker,2001,15,,104,Denmark,"Maria Würgler Rich, Jørgen Kiil, Jannie Faurschou, Henrik Prip",0
22236,Underground Zero I,,,,,75,,,0
22237,Ma Femme est une actrice,,2001,15,,95,France,"Yvan Attal, Terence Stamp, Charlotte Gainsbourg",0
22238,All About Lily Chou-Chou,Riri Shushu no Subete,2001,,,146,Japan,"Yuichi Hasumi, Yoko Kuno, Shusuke Hoshino, Shiori Tsuda",0
22239,Punk,,,15,English,,,,0
22240,DOA,,1981,,,93,US,,0
22241,The Punk Rock Movie,,1978,,,84,UK,,0
22242,Velvet Goldmine,,1998,18,,124,"US, UK","Toni Collette, Jonathan Rhys Meyers, Ewan McGregor, Eddie Izzard, Christian Bale",0
22243,The Chess Players,Shatranj ke Khilari,1977,U,,129,India,"Sanjeev Kumar, Saeed Jaffrey, Richard Attenborough",0
22244,Pather Panchali,,1955,U,,115,India,"Uma Das Gupta, Subir Bannerjee, Karuna Bannerjee, Kanu Bannerjee",0
22245,Brazil,,1985,15,,142,UK,"Robert De Niro, Katherine Helmond, Jonathan Pryce, Ian Holm",0
22246,The Navigators,,2001,15,,96,"UK, Spain, Germany","Tom Craig, Steve Huison, Joe Duttine, Dean Andrews",0
22247,Shipman,,2002,15,,110,UK,"Olive Pendleton, Michael Stainton, James Hazeldine, James Bolam",0
22248,Sweet Sixteen,,2002,18,,106,"UK, Spain, Germany","William Ruane, Michelle Abercromby, Martin Compston, Annmarie Fulton",0
22249,My Little Eye,,2002,18,English,95,UK,"Stephen O'Reilly, Sean CW Johnson, Laura Regan, Kris Lemche, Jennifer Sky",0
22250,Brighton Rock,,1947,PG,,93,UK,"William Hartnell, Richard Attenborough, Hermione Baddeley, Carol Marsh",0
22251,La Spagnola,,2002,15,,90,Australia,"Silvio Ofria, Simon Palomares, Lourdes Bartolomé, Lola Marceli, Alice Ansara, Helen Thomson, Alex Dimitriades",0
22252,Bangkok Dangerous,,2000,18,,106,Thailand,"Premsinee Ratanasopha, Pawalit Mongkolpisit, Patharawin Timkul",0
22253,All or Nothing,,2002,18,,128,UK,"Timothy Spall, Ruth Sheen, Lesley Manville, James Corden, Alison Garland",0
22254,The Eye,Gin Gwai,2002,15,,99,"Thailand, Hong Kong","So Yut Lai, Lee Sin-Jie, Lawrence Chow, Chutcha Rujinanon, Candy Lo",0
22255,The Green Ray,Le Rayon vert,1986,PG,,99,France,"Vincent Gauthier, Marie Rivière, Carita, Basile Gervaise",0
22256,To Sleep with Anger,,1990,12,,102,US,"Paul Butler, Mary Alice, Danny Glover, Carl Lumbly",0
22257,Donnie Darko,,2001,15,,113,US,"Patrick Swayze, Mary McDonnell, Jena Malone, Jake Gyllenhaal, Drew Barrymore",0
22258,The Girl Can't Help It,,1956,U,,98,US,"Tom Ewell, Julie London, Jayne Mansfield, Edmond O'Brien",0
22259,Dead of Night,,1945,PG,"English, French",100,Great Britain,"Sally Ann Howes, Mervyn Johns, Googie Withers, Roland Culver, Mary Merrall",0
22260,And Soon the Darkness,,1970,18,,100,UK,"Sandor Elés, Pamela Franklin, Michele Dotrice, John Nettleton",0
22261,Tosca,,2001,PG,,125,"UK, Italy, Germany, France","Ruggero Raimondi, Roberto Alagna, Angela Gheorghiu",0
22262,Morvern Callar,,2002,15,English,97,UK,"Samantha Morton, Raife Patrick Burchell, Kathleen McDermott",0
22264,Rabbit-Proof Fence,,2002,PG,,93,Australia,"Ningali Lawford, Kenneth Branagh, Everlyn Sampi, David Gulpilil",0
22266,4 Laughs: C4 as Talentspotters,,,,,115,,,0
22267,Poetry Festival: Verse Over:,,,,,,,,0
22268,Little Stabs at Happiness: C4’s role in Animation & Shorts,,,,,100,,,0
22269,Bowling for Columbine,,2002,15,,120,"US, Canada",,0
22270,Vivre sa vie,,1962,15,,85,France,"Sady Rebbot, Anna Karina, André S. Labarthe",0
22271,A Blonde in Love,Lásky Jedné Plavovlásky,1965,18,,82,Czech Republic,"Vladimir Pucholt, Vladimir Mensik, Hana Brejchová",0
22272,Paisá,,1946,PG,Italian,124,Italy,"Alfonsino Pasca, Carmela Sazio, Gar Moore, Maria Michi",0
22273,Ali G InDaHouse,,2002,15,,82,UK,"Sacha Baron Cohen, Michael Gambon, Dan Mazer, Charles Dance",0
22274,The Harder They Come,,1972,15,,110,Jamaica,"Jimmy Cliff, Janet Bartley, Carl Bradshaw, Basil Keane",0
22275,Ten,,2002,12,,94,"Iran, France","Roya Arabshahi, Mania Akbari, Katayoun Taleidzadeh, Amin Maher",0
22278,A Taste of Honey,,1961,12A,English,99,UK,"Dora Bryan, Murray Melvin, Rita Tushingham, Robert Stephens",0
22281,Metropolis,,1927,PG,,145,Germany,"Gustav Frölich, Brigitte Helm",0
22286,Christie Malry’s Own Double Entry,,2000,18,,94,"UK, Netherlands, Luxemburg","Shirley Ann Field, Nick Moran, Neil Stuke, Kate Ashfield",0
22287,Angel,,1982,15,,92,Eire,"Veronica Quilligan, Stephen Rea, Alan Devlin",0
22288,8 Women,8 Femmes,2002,,,111,France,"Isabelle Huppert, Virginie Ledoyen, Fanny Ardant, Emmanuelle Béart, Danielle Darrieux, Catherine Deneuve",0
22289,Rififi,Du Rififi chez les hommes,1955,12,,,France,"Robert Manuel, Marie Sabouret, Jules Dassin, Jean Servais, Carl Möhner",0
22290,Birdcage Inn,Paran Daemun,1998,,,105,South Korea,,0
22291,The letter,Pyeonji,1997,,,102,South Korea,"Park Shin-Yang, Song Kwang-Su, Nam Sang-Mi, Lee Jun-Seob, Choi Yong-Min, Choi Jin-Sil",0
